OBJECTID,stickid,pointA,pointB,ECA_Name,Ecoregion,Shape_STAr,Shape_STLe
"1","91","107","160",Castro Peak/Santa Monica Mtns - Pine Mountain/Sespe Condor,South Coast,13112848233.29999923706,2168748.34983999981
