OBJECTID,AspenRank,ACRES,Comment,Shape_STAr,Shape_STLe
"4650",S1,0.1668381,Vegetation,7267.43750000000,413.34146620900
"4651",S1,0.1270829,Vegetation,5535.70703125000,379.71313207300
"4652",S1,0.0043268,Vegetation,188.47656250000,129.16538617200
"4653",S1,0.1149927,Vegetation,5009.06250000000,334.90329322100
"4654",S1,1.9011560,Vegetation,82814.02539060000,1656.78423571000
"4655",S1,6.1201243,Vegetation,266591.55175799999,4553.76751285000
"4656",S1,0.2866430,Vegetation,12486.11816410000,562.95095982000
"4657",S1,0.4171235,Vegetation,18169.82812500000,648.95830389000
"4658",S1,0.1836857,Vegetation,8001.31640625000,409.97695246300
"4659",S1,1.0532084,Vegetation,45877.57226560000,896.07316542400
"4660",S1,0.0005923,Vegetation,25.80175781250,64.19459953250
"4661",S1,0.0173168,Vegetation,754.31640625000,124.38714921200
"4662",S1,0.0016461,Vegetation,71.70410156250,108.98707603200
"4663",S1,0.7447848,Vegetation,32442.69628910000,872.29312251000
"4664",S1,0.2571224,Vegetation,11200.20800780000,1067.26576054000
"4665",S1,20.7297646,Vegetation,902997.09765600006,11445.44794810000
"4666",S1,0.5119603,Vegetation,22300.90039060000,725.14852900300
"4667",S1,2.9596462,Vegetation,128921.66699200000,2881.07916675000
"4668",S1,0.1287878,Vegetation,5609.97460938000,428.00225847800
"4669",S1,16.4040659,Vegetation,714558.25097699999,6096.51098423000
"4670",S1,4.4145028,Vegetation,192294.97851600000,4464.17153974000
"4671",S1,1.0444421,Vegetation,45495.71972660000,1012.26318926000
"4672",S1,0.2793642,Vegetation,12174.56640630000,749.18724691100
