OBJECTID,AspenRank,ACRES,Comment,Shape_STAr,Shape_STLe
"4098",S1,1.3229289,Vegetation,57626.55175780000,1404.57297352000
"4099",S1,0.3466780,Vegetation,15101.23535160000,846.05988877600
"4100",S1,0.9961794,Vegetation,43393.39941410000,1152.34384842000
"4101",S1,0.0265261,Vegetation,1155.47265625000,150.64473912000
"4102",S1,0.3068649,Vegetation,13366.98046880000,598.94240601700
"4103",S1,0.0158960,Vegetation,692.42968750000,155.58718981700
"4104",S1,0.7450044,Vegetation,32452.26464840000,963.11351868100
"4105",S1,0.1135118,Vegetation,4944.55371094000,404.57944843100
"4106",S1,6.4024427,Vegetation,278892.33300799999,3495.60890311000
"4107",S1,0.0006070,Vegetation,26.43945312500,23.48528961260
"4108",S1,0.1378714,Vegetation,6005.65527344000,428.20606737200
"4109",S1,0.0832992,Vegetation,3628.66699219000,285.95082062700
"4110",S1,0.0002969,Vegetation,12.93261718750,22.25745372940
"4111",S1,0.4997221,Vegetation,21767.80566410000,715.25420450400
"4112",S1,0.6646221,Vegetation,28950.82421880000,698.87132370900
